name,brand,image_url,gender,notes,season_tags,time_tags,brand_tag,activity,weather,desired_impression,emotion_cluster
Euphoria,Calvin Klein,"https://m.media-amazon.com/images/I/81r-fVs1EIL._AC_UF1000,1000_QL80_.jpg",men,"amber, black basil, brazilian redwood and suede, patchouli, sage and cedar",spring,night,Calvin Klein,date,cold,"confident, fresh",5
XX,HUGO BOSS,https://i5.walmartimages.com/asr/7be4ad03-8cb9-4bb3-95c6-db6c9d878b85.53b3ee36c9e34aab2ebe7f05d6a9bfe1.jpeg,women,"amber, jasmine, musk, rice, rose, sandalwood",fall,night,HUGO BOSS,date,cold,"confident, mysterious",0
Moon Light,Sedr Al-Khaleej Perfumes,https://sedralkhaleej.com/cdn/shop/files/Moonlight75ml_02963.png?v=1739484853&width=2048,women,"bulgarian rose, cashmere wood, cedar, cinnamon, cocoa, jasmine, orange blossom, orris, praline, sandalwood, tonka bean, tuberose",spring,day,Sedr Al-Khaleej Perfumes,work,cold,"confident, fresh",3
Desire,Dunhill,https://i5.walmartimages.com/seo/Alfred-Dunhill-Desire-Red-Eau-de-Toilette-Spray-3-4-Oz_2632dee0-0859-4c5f-8474-cbe68ce9a22a_1.138a18f78f7eeaa6b61f5b327b340d85.jpeg,men,"musk and labdanum, rose, teakwood and patchouli, vanilla",spring,day,Dunhill,date,cold,"confident, fresh",3
Sauvage,Dior,https://www.dior.com/dw/image/v2/BGXS_PRD/on/demandware.static/-/Sites-master_dior/en_US/dw8c66b0c3/Y0998004/Y0998004_C099600455_E02_GHC.jpg?sw=800,men,"ambroxan, cedar, elemi, geranium, labdanum, lavender, patchouli, pepper, pink pepper, sichuan, vetiver",spring,day,Dior,work,any,"confident, fresh",2
My Land,TRUSSARDI,"https://m.media-amazon.com/images/I/71LgpsjED3L._AC_UF1000,1000_QL80_.jpg",men,"lavender, leather, vetiver and tonka bean, violet and calone",spring,night,TRUSSARDI,date,cold,"confident, fresh",1
Passenger,Dupont,https://m.media-amazon.com/images/I/61nvSnojczL.jpg,men,"benzoin, cardamom, ginger, guaiac wood, pink pepper and lavender",spring,night,Dupont,casual,any,"confident, fresh",1
Essential,ANGEL SCHLESSER,https://m.media-amazon.com/images/I/615RV5RbzSL.jpg,women,"freesia and bulgarian rose, musk and vetiver, peony, sandal wood, violet",fall,night,ANGEL SCHLESSER,date,any,"confident, mysterious",1
Euphoria,Calvin Klein,"https://m.media-amazon.com/images/I/81r-fVs1EIL._AC_UF1000,1000_QL80_.jpg",men,"amber, black basil, brazilian redwood, cedar, patchouli, sage, suede",spring,night,Calvin Klein,date,cold,"confident, fresh",5
Pour Homme,PACO RABANNE,https://m.media-amazon.com/images/I/71YMdiW68PL.jpg,men,"amber, geranium, honey, lavender, musk, oakmoss, tonka bean",spring,night,PACO RABANNE,date,cold,"confident, mysterious",0
Starwalker,MONTBLANC,"https://m.media-amazon.com/images/I/51PRq6CGGhL._AC_UF1000,1000_QL80_.jpg",men,"amber, cedar, fir resin, ginger, musk, nutmeg, sandalwood",spring,night,MONTBLANC,date,cold,"confident, mysterious",0
Classic Black,DORALL COLLECTION,https://m.media-amazon.com/images/I/61FWFkq-LsL.jpg,men,"basil, cashmere wood, chocolate, lavender, patchouli, tonka bean, verbena",spring,day,DORALL COLLECTION,casual,cold,"confident, fresh",5
Essence Pure,S.T.Dupont,"https://m.media-amazon.com/images/I/51vWYxd+FML._AC_UF1000,1000_QL80_.jpg",women,"amber, jasmine and rose, patchouli, vanilla and cedar",spring,day,S.T.Dupont,date,cold,"confident, fresh",5
Passenger Spray,S.T.Dupont,"https://m.media-amazon.com/images/I/61nvSnojczL._AC_UF1000,1000_QL80_.jpg",women,"gardenia, redolent with cyclamen, rose and iris, sandalwood and musk",fall,night,S.T.Dupont,date,any,"confident, mysterious",1
Zino,DAVIDOFF,https://cdn.fragrancenet.com/images/photos/1600x1600/118854.jpg,men,"amber, cedar, jasmine and geranium, muguet, patchouli and vanilla, rose, sandal, tonka bean",spring,night,DAVIDOFF,date,cold,"confident, fresh",1
Evoke,Ajmal,"https://m.media-amazon.com/images/I/41h3phujlhL._AC_UF1000,1000_QL80_.jpg",women,"jasmine, patchouli, rose and orris, vanilla and moss",fall,night,Ajmal,casual,cold,"elegant, friendly",5
Idylle,Guerlain,https://www.guerlain.com/dw/image/v2/BDCZ_PRD/on/demandware.static/-/Sites-GSA_master_catalog/default/dwf885d10f/primary_packshot_3/2022/Fragrance/Les%20L%C3%A9gendaires/G014320_3346470143203_IDYL-21-EDP-75ML-SPR.jpg?sw=655&sh=655&sfrm=png,women,"jasmine, lilac, lily, lily of the valley, musk, patchouli, peony",fall,night,Guerlain,date,any,"elegant, friendly",5
Wish,CHOPARD,https://m.media-amazon.com/images/I/610d27TFkEL.jpg,women,"amber, and magnolia, caramel, heliotrope, honey, jasmine, lily of the valley, milk, orchid, osmanthus, patchouli, sandalwood, vanilla, violet",fall,night,CHOPARD,date,cold,"elegant, friendly",4
Olympêa,PACO RABANNE,"https://medias.rabanne.com/cdn-cgi/image/width=700,quality=90/https://medias.rabanne.com/medias/sys_master/images/h34/h97/10407103987742/10407103922206/10407103922206.jpg",women,"cashmere and ambergris, sandalwood, vanilla",fall,night,PACO RABANNE,date,cold,"elegant, friendly",3
Happy Spirit,CHOPARD,https://m.media-amazon.com/images/I/61XTs0NYepL.jpg,women,"amber, cashmere wood, honeysuckle, musk, osmanthus",fall,night,CHOPARD,date,cold,"elegant, friendly",0
Pasha de Cartier,CARTIER,"https://m.media-amazon.com/images/I/61iCkZypPVL._AC_UF1000,1000_QL80_.jpg",men,"brazilian rosewood, coriander, labdanum, oakmoss, patchouli, sandalwood",spring,night,CARTIER,casual,rainy,"confident, fresh",5
Olympea,PACO RABANNE,"https://medias.rabanne.com/cdn-cgi/image/width=700,quality=90/https://medias.rabanne.com/medias/sys_master/images/h34/h97/10407103987742/10407103922206/10407103922206.jpg",women,"amber, cashmere, salted vanilla, sandalwood",fall,night,PACO RABANNE,date,cold,"elegant, friendly",3
Live,jennifer lopez,"https://m.media-amazon.com/images/I/81kbtY31UNL._AC_UF1000,1000_QL80_.jpg",women,"creamy buttery lactonic caramel, rich, sensual, tonka bean, uity red currant blossoms, violet",fall,night,jennifer lopez,casual,cold,"elegant, friendly",1
Black Opium Nuit Blanche,Yves Saint Laurent,https://img.fragrancex.com/images/products/parent/medium/73667w.jpg,women,"black opium coffee, musk, orange blossom absolute, sandalwood, vanilla",fall,night,Yves Saint Laurent,date,cold,"confident, fresh",3
Euphoria Intense,Calvin Klein,https://fimgs.net/mdimg/perfume/375x500.1952.jpg,men,"black basil, burnt amber and australian sandalwood, cashmere woods, cedar, madagascar vanilla, sage, vetiver",spring,night,Calvin Klein,date,cold,"confident, fresh",2
Paco Rabanne,PACO RABANNE,"https://m.media-amazon.com/images/I/512rF3RmHiL._AC_UF1000,1000_QL80_.jpg",men,"lavender, oakmoss and musk, thyme and tarragon, tobacco",spring,night,PACO RABANNE,date,rainy,"confident, mysterious",1
Sacrifice,Ajmal,"https://m.media-amazon.com/images/I/61zdJFN6XNL._AC_UF1000,1000_QL80_.jpg",women,"floral, musky, oriental and musky, woody",fall,night,Ajmal,date,any,"elegant, friendly",1
Petits Et Mamans,BVLGARI,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/19241122_fpx.tif?$filterlrg$&wid=327,women,"iris and vanilla, white peach",fall,night,BVLGARI,casual,cold,"elegant, friendly",1
Scuderia Black,Ferrari,https://m.media-amazon.com/images/I/41czzc+YnKL.jpg,men,"amber, cardamom, cedar, cinnamon, musk and vanilla, rose and jasmine",spring,night,Ferrari,date,cold,"confident, mysterious",1
My Name,TRUSSARDI,https://m.media-amazon.com/images/I/61bAruDK+7L.jpg,women,"dry amber, lilac and musk, vanilla",fall,night,TRUSSARDI,date,cold,"elegant, friendly",3
Crystal Noir,VERSACE,"https://m.media-amazon.com/images/I/61LI2-0ErxL._AC_UF1000,1000_QL80_.jpg",women,"gardenia and coconut, musk and amber, orange blossom, peony, sandalwood",fall,night,VERSACE,date,cold,"confident, mysterious",3
Intense Euphoria,Calvin Klein,https://fimgs.net/mdimg/perfume/375x500.1952.jpg,men,"agarwood, amber, black basil, cedar, labdanum, myrrh, patchouli, sage, vetiver",spring,night,Calvin Klein,date,cold,"confident, fresh",2
One Million Lucky,PACO RABANNE,https://www.sephora.com/productimages/sku/s2038354-main-zoom.jpg,men,"amber wood, cedar and jasmine, hazelnut, patchouli, vanilla, white cedar",spring,night,PACO RABANNE,date,cold,"confident, fresh",5
Terre D' Hermes,HERMES,https://assets.hermes.com/is/image/hermesproduct/terre-d-hermes-parfum--107757V0-worn-3-0-0-800-800_g.jpg,men,"geranium, patchouli and cedar, woody notes",spring,day,HERMES,work,any,"confident, fresh",1
Anfas Aloud,Alrehab,https://www.anabis.com/images/products/Anfas-Al-Oud.jpg,unisex,"bergamot, oud",spring,night,Alrehab,date,hot,"confident, fresh",1
Because It's You,EMPORIO ARMANI,"https://m.media-amazon.com/images/I/61SNcgJgaSL._AC_UF1000,1000_QL80_.jpg",women,"musk, rose, vanilla and amberwood",fall,night,EMPORIO ARMANI,date,cold,"elegant, friendly",1
London Burberry,Genie,https://f.nooncdn.com/p/pzsku/Z90D8E28AB31D875BF1A4Z/45/_/1696753017/ea7ce9da-040a-4a4d-8748-557441f97580.jpg?width=240,women,"jasmine, tiare flower and soft peony, wood and musk",fall,night,Genie,date,any,"elegant, friendly",1
Women,Roberto Cavalli,https://www.robertocavalli.com/on/demandware.static/-/Sites-50/default/dw1f762d7e/images/zoom/SAW018SA026E0293_ECOM_FRONT.jpg,women,"benzoin, orange tree blossom, tonka beans, vanilla",fall,night,Roberto Cavalli,casual,cold,"elegant, friendly",3
Lalique,LALIQUE,http://us.lalique.com/cdn/shop/files/7148.jpg?v=1722518651,women,"blackberry, cassis, musk, pear, sandalwood, vanilla",fall,night,LALIQUE,date,cold,"confident, mysterious",3
Oud Touch,Franck Olivier,https://m.media-amazon.com/images/I/61ifMZqx+4L.jpg,men,"amber, jasmine and olibanum, musk and vanilla, patchouli, rose, violet",spring,night,Franck Olivier,date,cold,"confident, mysterious",5
Tommy,TOMMY HILFIGER,"https://m.media-amazon.com/images/I/71-Cb-3aIXL._AC_UF1000,1000_QL80_.jpg",men,"amber, apple, cactus, cotton plant blossom, cranberries, rose",spring,night,TOMMY HILFIGER,date,cold,"confident, fresh",1
5th Avenue,Elizabeth Arden,"https://m.media-amazon.com/images/I/71hc+TdoqxL._AC_UF350,350_QL80_.jpg",women,"amber, bulgarian pink violet, carnation and nutmeg, indian tuberose, iris and vanilla, jasmine, peach, sandalwood, tibetan musk, ylangylang",fall,night,Elizabeth Arden,date,cold,"elegant, friendly",0
Girl Of Now,ELIE SAAB,https://cdn.fragrancenet.com/images/photos/1600x1600/298924.jpg,women,"almod milk, almond, cashmeran, magnoli, orange blossom, patchouli, tonka bean",fall,night,ELIE SAAB,casual,cold,"elegant, friendly",5
One Million,PACO RABANNE,https://m.media-amazon.com/images/I/610wK1b2HdL.jpg,men,"blonde leather patchouli white woods amber, rose absolute and cinnamon spices",spring,night,PACO RABANNE,date,cold,"confident, fresh",1
Noa,cacharel,"https://m.media-amazon.com/images/I/71hURSTkBjL._AC_UF350,350_QL80_.jpg",women,"incense touches, rose, white flowers, woodsy transparent with coffee, ylangylang",fall,day,cacharel,date,any,"confident, fresh",1
Seductive Homme,GUESS,https://m.media-amazon.com/images/I/71XFFgU9E1L.jpg,men,"amber, musk, orchid, patchouli, sandalwood, vetiver, violet leaf",spring,night,GUESS,date,cold,"confident, fresh",2
Ameer Al Oud Khususi,Al Fakhr,https://i.ebayimg.com/images/g/qhcAAOSweAdgAv0S/s-l1200.jpg,unisex,"black pepper, cardamom, cedar, sandalwood",winter,night,Al Fakhr,work,any,"pure, friendly",3
Pour Homme,Givenchy,https://m.media-amazon.com/images/I/51QqMGIy9OL.jpg,men,"ceder, labdanum, lavender, vetiver",spring,night,Givenchy,work,any,"confident, fresh",2
Blue,Rasasi,https://i5.walmartimages.com/seo/Rasasi-Blue-Eau-De-Toilette-Spray-for-Men-3-4-Ounce_8f87c1e7-ab19-4745-9ab3-bbc09dcfeb79.5045a1a87d445a80bf3a02be2edb3270.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,men,"amber, coriander, geranium, jasmine, pepper, rose, woody",fall,night,Rasasi,date,cold,"confident, fresh",0
Eau Pour Homme Reno 2013,GIORGIO ARMANI,https://pimages.parfumo.de/240/23295_img-3750-giorgio-armani-eau-pour-homme-2013-eau-de-toilette_240.jpg,men,"cloves, lily and nutmeg, oakmoss and sandalwood, patchouli",spring,day,GIORGIO ARMANI,casual,rainy,"confident, fresh",5
Touch Of Pink,LACOSTE,"https://m.media-amazon.com/images/I/51X98My2pGL._AC_UF1000,1000_QL80_.jpg",women,"and spicy coriander, jasmine, unexpected carrot, vanilla, woodsymusk base",fall,night,LACOSTE,date,cold,"elegant, friendly",3
Gold,GUESS,https://m.media-amazon.com/images/I/71gvQGspIoL.jpg,women,"amber, jasmine, lotus and intoxicating seductress rose, patchouli, sandalwood, vetiver and sensual musk",fall,night,GUESS,date,cold,"elegant, friendly",5
Goldea The Roman Night,BVLGARI,https://m.media-amazon.com/images/I/71gj9v0UzNL.jpg,women,"black musk, black peony, moss, nightblooming jasmine, patchouli, rose, tuberose, vetiver",fall,night,BVLGARI,date,rainy,"elegant, friendly",2
Lacoste,LACOSTE,"https://m.media-amazon.com/images/I/611VJJGx5CL._AC_UF1000,1000_QL80_.jpg",men,"amber, black pepper, cedar, ginger, jasmine and almond, vanilla and musk, woody notes",spring,day,LACOSTE,date,cold,"confident, fresh",1
Samsara,Guerlain,https://www.guerlain.com/dw/image/v2/BDCZ_PRD/on/demandware.static/-/Sites-GSA_master_catalog/default/dw57216eae/primary_packshot_3/2022/Fragrance/Les%20L%C3%A9gendaires/G014316_3346470143166_SAM-21-EDP-75ML-SPR.jpg?sw=655&sh=655&sfrm=png,women,"amber and musk, cold woodsy iris, jasmine, luscious narcissus, sandal wood, tonka bean, vanilla, violet and rose",fall,night,Guerlain,date,cold,"confident, mysterious",3
The Scent,HUGO BOSS,https://images.hugoboss.com/is/image/boss/hbna58045781_999_200?$social_sharing$,women,"cacao, osmanthus",fall,night,HUGO BOSS,casual,any,"elegant, friendly",1
Classic Gold,JAGUAR,"https://m.media-amazon.com/images/I/619340hwGGL._AC_UF1000,1000_QL80_.jpg",men,"musk, orange blossom, patchouli, teak wood, vanilla",spring,night,JAGUAR,date,cold,"confident, mysterious",5
Frank Olivier,Franck Olivier,https://m.media-amazon.com/images/I/61ifMZqx+4L.jpg,women,"heliotrope, jasmine, musk, rose, sandalwood, vanilla, ylangylang",winter,night,Franck Olivier,date,cold,"confident, mysterious",3
Happy Spirit Forever,CHOPARD,https://i.ebayimg.com/images/g/h~MAAOSwC95i8W~V/s-l1200.jpg,women,"jasmine and orange blossom, patchouli and amber, rosemary",fall,night,CHOPARD,date,cold,"elegant, friendly",1
Million,PACO RABANNE,https://m.media-amazon.com/images/I/610wK1b2HdL.jpg,women,"honey and patchouli, orange flower absolute and jasmine absolute",fall,day,PACO RABANNE,casual,any,"confident, fresh",1
Pino Silvester Original,Pino Silvestre,"https://m.media-amazon.com/images/I/81zMZSfkoRL._AC_UF350,350_QL80_.jpg",men,"amber, cedar, geranium, musk, nutmeg, spicy notes of carnation, thyme and fir tree, tonka beans and moss",spring,night,Pino Silvestre,date,cold,"confident, mysterious",0
Roses Musk,MONTALE,https://montaleparfums.us/cdn/shop/products/roses-musk-rose_f129c484-998f-40a2-81e4-e7d920df5bd9.png?v=1644352300,women,"jasmine, musk",fall,night,MONTALE,date,any,"elegant, friendly",1
Black,Kenneth Cole,https://www.kennethcole.com/cdn/shop/products/242_6355_7_no-color_1.jpg?v=1629845665,men,"amber, cedar, incense, lotus and exotic woods, musk, nutmeg, violet leaf and suede",spring,night,Kenneth Cole,date,cold,"elegant, friendly",0
Legend,MONTBLANC,"https://m.media-amazon.com/images/I/61IJbLMmD+L._AC_UF1000,1000_QL80_.jpg",men,"coumarin, geranium, oak moss, red apple and dried fruits, rose, sandalwood and tonka bean",spring,night,MONTBLANC,casual,cold,"confident, fresh",1
Obsession,Calvin Klein,"https://m.media-amazon.com/images/I/61HJJu3qinL._AC_UF1000,1000_QL80_.jpg",men,"amber, brazilian rosewood, myrrh, patchouli, pine tree and nutmeg, sage, sandalwood, vanilla and musk",spring,night,Calvin Klein,date,cold,"confident, fresh",5
Sheikh Al Shuyukh,Lattafa,https://m.media-amazon.com/images/I/71f3esldpXL.jpg,unisex,"lavender sage, patchouli, rosemary, vetiver",spring,night,Lattafa,work,any,"confident, fresh",2
The One,Dolce & Gabbana,https://www.sephora.com/productimages/sku/s981530-main-zoom.jpg,women,"amber, cardamom, cedar, ginger, orange blossom, tobacco",fall,night,Dolce & Gabbana,date,cold,"elegant, friendly",1
World Intense,Kenzo,https://www.kenzoparfums.com/dw/image/v2/BBZW_PRD/on/demandware.static/-/Sites-kenzoparfums-catalog/default/dw2d327420/images/products-images-kw/K10100011_1.png?sw=1000&sh=1000&sm=fit,women,"jasmine, peony, vanilla",fall,night,Kenzo,casual,cold,"confident, fresh",3
L' Imperatrice 3,Dolce & Gabbana,https://i5.walmartimages.com/seo/Dolce-Gabbana-3-L-Imperatrice-Eau-De-Toilette-Spray-Perfume-for-Women-3-3-Oz_b0555f74-4424-4716-9677-54bf86e08411_1.e5351cfd844129f169e5d56669b54168.jpeg,women,"cyclamen, jasmine, lemon tree, musk, sandalwood, watermelon",fall,night,Dolce & Gabbana,date,any,"confident, mysterious",0
Vision II,JAGUAR,https://fimgs.net/mdimg/perfume/375x500.53359.jpg,men,"cedar, geranium, musk, patchouli, pepper, sea notes, wood",spring,night,JAGUAR,date,any,"confident, mysterious",5
Forever,Mariah Carey,https://m.media-amazon.com/images/I/61aUAPdO+vL.jpg,women,"gardenia, musk, tuberose, wood",fall,night,Mariah Carey,date,any,"elegant, friendly",1
Brit Splash,BURBERRY,"https://m.media-amazon.com/images/I/619GPz1tJSL._AC_UF1000,1000_QL80_.jpg",men,"cyclamen, moss, musk, vetiver, violet, water notes",spring,day,BURBERRY,date,rainy,"confident, fresh",2
Amber Intense,PRADA,https://www.fragrancesline.com/cdn/shop/products/Prada-Amber-Pour-Homme-Intense-perfume-sample-decants-fragrancesline.jpg?v=1683747467,men,"creamy amber, vanilla",spring,night,PRADA,date,cold,"confident, fresh",3
Hawaii London,Milton Lloyd,https://www.fragmantic.com/cdn/shop/files/61z_We2yG2L._AC_UF1000_1000_QL80.jpg?v=1739828016,women,"jasmine and rose, woody notes and musk",fall,night,Milton Lloyd,date,any,"elegant, friendly",1
Khalis Pure Oudi,Lattafa,https://m.media-amazon.com/images/I/618qujHxcXL.jpg,unisex,"amber, cedar, guaiac wood, jasmine, musk, sandalwood, vanilla",spring,night,Lattafa,date,cold,"confident, mysterious",0
Marciano,GUESS,https://m.media-amazon.com/images/I/41zpLo7Bh0L._AC_.jpg,women,"floral rhythm of peony, musk and woody accords, pink honeysuckle and intensively clean and sweet jasmine, vanilla",spring,day,GUESS,date,cold,"confident, fresh",3
Oud Arabi,DORALL COLLECTION,https://i.ebayimg.com/00/s/MTUwMFgxNTAw/z/lBkAAOSw5c5f0kM9/$_57.JPG?set_id=8800005007,unisex,"amber, guaiac wood, jasmine, musk, oudh, patchouli, rose, sandalwood",spring,night,DORALL COLLECTION,date,cold,"confident, fresh",4
Coach,COACH,https://coach.scene7.com/is/image/Coach/b2002_l38_a0?$mobileProductV3$,women,"cashmeran, gardenia, musk, rose, suede",fall,night,COACH,date,any,"elegant, friendly",1
Coco Vanille,Mancera,http://manceraparfums.us/cdn/shop/products/coco-vanille_1200x1200.jpg?v=1678290334,women,"jasmine, madagascar vanilla, musk, tiare flower, woody notes, ylangylang",fall,night,Mancera,date,cold,"pure, friendly",1
Weekend,BURBERRY,https://m.media-amazon.com/images/I/81ZhOIGUvFL.jpg,women,"blue hyacinth, iris, nectarine, peach blossom, rose hip red cyclamen, rose hip red cyclamen and blue hyacinth, violet root",fall,night,BURBERRY,casual,any,"elegant, friendly",1
Private Collection,Estee Lauder,"https://media.neimanmarcus.com/f_auto,q_auto:low,ar_4:5,c_fill,dpr_2.0,w_790/01/nm_4734395_100000_m",women,"amber and musk, bulgarian rose, chrysanthemum, heliotrope, reseda, sandalwood, ylangylang and coriander",fall,night,Estee Lauder,date,cold,"elegant, friendly",3
Man Pure,Marbert,https://cdn2.jomashop.com/media/catalog/product/cache/0ee3019724ce73007b606b54ba535a23/m/a/marbert-mens-man-pure-edt-spray-42-oz-fragrances-4085400381016.jpg?width=546&height=546,men,"amber and musk, cedar, coriander and nutmeg, geranium, jasmine, lily of the valley, majorjam, oak moss, sandalwood",spring,day,Marbert,date,cold,"confident, fresh",3
