name,brand,image_url,gender,notes,emotion_tags,season_tags,time_tags,brand_tag
Moon Light,Sedr Al-Khaleej Perfumes,https://sedralkhaleej.com/cdn/shop/files/Moonlight75ml_02963.png?v=1739484853&width=2048,women,"Tonka Bean, Cocoa, Sandalwood, Praline, Cinnamon, Cedar, Cashmere Wood, Jasmine Sambac, Tuberose, Orris, Bulgarian Rose, Orange Blossom",energetic,spring,day,Sedr Al-Khaleej Perfumes
Desire,Dunhill,https://i5.walmartimages.com/seo/Alfred-Dunhill-Desire-Red-Eau-de-Toilette-Spray-3-4-Oz_2632dee0-0859-4c5f-8474-cbe68ce9a22a_1.138a18f78f7eeaa6b61f5b327b340d85.jpeg,men,"Vanilla, Musk And Labdanum, Rose, Teakwood And Patchouli",energetic,spring,day,Dunhill
Sauvage,Dior,https://www.dior.com/dw/image/v2/BGXS_PRD/on/demandware.static/-/Sites-master_dior/en_US/dw8c66b0c3/Y0998004/Y0998004_C099600455_E02_GHC.jpg?sw=800,men,"Cedar, labdanum, ambroxan, Geranium, lavender, sichuan, pepper, elemi, pink pepper, vetiver, patchouli",energetic,spring,day,Dior
My Land,TRUSSARDI,"https://m.media-amazon.com/images/I/71LgpsjED3L._AC_UF1000,1000_QL80_.jpg",men,"Leather, Vetiver and Tonka Bean, Lavender, Violet and Calone",energetic,spring,night,TRUSSARDI
Passenger,Dupont,https://m.media-amazon.com/images/I/61nvSnojczL.jpg,men,"Guaiac Wood, Benzoin, Ginger, Cardamom, Pink Pepper and Lavender",energetic,spring,night,Dupont
Essential,ANGEL SCHLESSER,https://m.media-amazon.com/images/I/615RV5RbzSL.jpg,women,"Sandal Wood, Musk And Vetiver, Peony, Violet, Freesia And Bulgarian Rose",sensual,fall,night,ANGEL SCHLESSER
Euphoria,Calvin Klein,"https://m.media-amazon.com/images/I/81r-fVs1EIL._AC_UF1000,1000_QL80_.jpg",men,"Amber, Patchouli, Brazilian Redwood, Suede, Black Basil, Sage, Cedar",energetic,spring,night,Calvin Klein
Pour Homme,PACO RABANNE,https://m.media-amazon.com/images/I/71YMdiW68PL.jpg,men,"Honey, Amber, Musk, Oakmoss, Tonka Bean, Lavender, Geranium",sensual,spring,night,PACO RABANNE
Starwalker,MONTBLANC,"https://m.media-amazon.com/images/I/51PRq6CGGhL._AC_UF1000,1000_QL80_.jpg",men,"Ginger, Fir Resin, Nutmeg, Amber, Sandalwood, White Musk, Cedar",sensual,spring,night,MONTBLANC
Classic Black,DORALL COLLECTION,https://m.media-amazon.com/images/I/61FWFkq-LsL.jpg,men,"Chocolate,cashmere Wood, Patchouli, Tonka Bean, Basil, Verbena , Lavender",energetic,spring,day,DORALL COLLECTION
Essence Pure,S.T.Dupont,"https://m.media-amazon.com/images/I/51vWYxd+FML._AC_UF1000,1000_QL80_.jpg",women,"Amber, Patchouli, Vanilla And Cedar, Jasmine And Rose",energetic,spring,day,S.T.Dupont
Passenger Spray,S.T.Dupont,"https://m.media-amazon.com/images/I/61nvSnojczL._AC_UF1000,1000_QL80_.jpg",women,"Sandalwood and Musk, Redolent with Cyclamen, Gardenia, Rose and Iris",sensual,fall,night,S.T.Dupont
Zino,DAVIDOFF,https://cdn.fragrancenet.com/images/photos/1600x1600/118854.jpg,men,"Tonka, Sandal, Amber, Cedar, Patchouli and Vanilla, Muguet, Rose, Jasmine and Geranium",energetic,spring,night,DAVIDOFF
Evoke,Ajmal,"https://m.media-amazon.com/images/I/41h3phujlhL._AC_UF1000,1000_QL80_.jpg",women,"Patchouli, Vanilla And Moss, Jasmine, Rose And Orris",romantic,fall,night,Ajmal
Idylle,Guerlain,https://www.guerlain.com/dw/image/v2/BDCZ_PRD/on/demandware.static/-/Sites-GSA_master_catalog/default/dwf885d10f/primary_packshot_3/2022/Fragrance/Les%20L%C3%A9gendaires/G014320_3346470143203_IDYL-21-EDP-75ML-SPR.jpg?sw=655&sh=655&sfrm=png,women,"Musk, Patchouli, Jasmine, Lilac, Lily, Lily Of The Valley, Peony",romantic,fall,night,Guerlain
Wish,CHOPARD,https://m.media-amazon.com/images/I/610d27TFkEL.jpg,women,"Patchouli, Caramel, Amber, Sandalwood, Vanilla, Honey, Milk, Lily Of The Valley, Orchid, Violet, Jasmine, Heliotrope, Osmanthus, and Magnolia",romantic,fall,night,CHOPARD
Olympêa,PACO RABANNE,"https://medias.rabanne.com/cdn-cgi/image/width=700,quality=90/https://medias.rabanne.com/medias/sys_master/images/h34/h97/10407103987742/10407103922206/10407103922206.jpg",women,"Sandalwood, Cashmere and Ambergris, Vanilla",romantic,fall,night,PACO RABANNE
Happy Spirit,CHOPARD,https://m.media-amazon.com/images/I/61XTs0NYepL.jpg,women,"Amber, Cashmere Wood, Musk, Honeysuckle, Osmanthus",romantic,fall,night,CHOPARD
Pasha de Cartier,CARTIER,"https://m.media-amazon.com/images/I/61iCkZypPVL._AC_UF1000,1000_QL80_.jpg",men,"Oakmoss, Sandalwood, Patchouli, Labdanum, Coriander, Brazilian Rosewood",energetic,spring,night,CARTIER
Olympea,PACO RABANNE,"https://medias.rabanne.com/cdn-cgi/image/width=700,quality=90/https://medias.rabanne.com/medias/sys_master/images/h34/h97/10407103987742/10407103922206/10407103922206.jpg",women,"Cashmere, Sandalwood, Ambergris, Salted Vanilla",romantic,fall,night,PACO RABANNE
Live,jennifer lopez,"https://m.media-amazon.com/images/I/81kbtY31UNL._AC_UF1000,1000_QL80_.jpg",women,"Tonka Bean, Sensual, Rich, Creamy Buttery Lactonic Caramel, Uity Red Currant Blossoms, Violet",romantic,fall,night,jennifer lopez
Black Opium Nuit Blanche,Yves Saint Laurent,https://img.fragrancex.com/images/products/parent/medium/73667w.jpg,women,"Vanilla Absolute, Sandalwood, White Musk, Orange Blossom Absolute, Black Opium Coffee",energetic,fall,night,Yves Saint Laurent
Euphoria Intense,Calvin Klein,https://fimgs.net/mdimg/perfume/375x500.1952.jpg,men,"Cashmere Woods, Madagascar Vanilla, Burnt Amber and Australian Sandalwood, Black Basil, Sage, Cedar, Vetiver",energetic,spring,night,Calvin Klein
Paco Rabanne,PACO RABANNE,"https://m.media-amazon.com/images/I/512rF3RmHiL._AC_UF1000,1000_QL80_.jpg",men,"Tobacco, Oakmoss And Musk, Lavender, Thyme And Tarragon",sensual,spring,night,PACO RABANNE
Sacrifice,Ajmal,"https://m.media-amazon.com/images/I/61zdJFN6XNL._AC_UF1000,1000_QL80_.jpg",women,"Woody, Oriental and Musky, Floral, Musky",romantic,fall,night,Ajmal
Petits Et Mamans,BVLGARI,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/19241122_fpx.tif?$filterlrg$&wid=327,women,"Iris and Vanilla, White Peach",romantic,fall,night,BVLGARI
Scuderia Black,Ferrari,https://m.media-amazon.com/images/I/41czzc+YnKL.jpg,men,"Cedar, Amber, Musk and Vanilla, Cardamom, Cinnamon, Rose and Jasmine",sensual,spring,night,Ferrari
My Name,TRUSSARDI,https://m.media-amazon.com/images/I/61bAruDK+7L.jpg,women,"Dry Amber, Vanilla, Lilac And Musk",romantic,fall,night,TRUSSARDI
Crystal Noir,VERSACE,"https://m.media-amazon.com/images/I/61LI2-0ErxL._AC_UF1000,1000_QL80_.jpg",women,"Sandalwood, Musk and Amber, Orange Blossom, Peony, Gardenia and Coconut",sensual,fall,night,VERSACE
Intense Euphoria,Calvin Klein,https://fimgs.net/mdimg/perfume/375x500.1952.jpg,men,"Labdanum, Amber, Patchouli, Agarwood, Myrrh, Black Basil, Sage, Cedar, Vetiver",energetic,spring,night,Calvin Klein
One Million Lucky,PACO RABANNE,https://www.sephora.com/productimages/sku/s2038354-main-zoom.jpg,men,"White cedar, patchouli, amber wood, vanilla, Hazelnut, Cedar and Jasmine",energetic,spring,night,PACO RABANNE
Terre D' Hermes,HERMES,https://assets.hermes.com/is/image/hermesproduct/terre-d-hermes-parfum--107757V0-worn-3-0-0-800-800_g.jpg,men,"woody notes, patchouli and cedar, geranium",energetic,spring,day,HERMES
Anfas Aloud,Alrehab,https://www.anabis.com/images/products/Anfas-Al-Oud.jpg,unisex,"oud, bergamot",energetic,spring,night,Alrehab
Because It's You,EMPORIO ARMANI,"https://m.media-amazon.com/images/I/61SNcgJgaSL._AC_UF1000,1000_QL80_.jpg",women,"Musk, Vanilla and Amberwood, Rose",romantic,fall,night,EMPORIO ARMANI
London Burberry,Genie,https://f.nooncdn.com/p/pzsku/Z90D8E28AB31D875BF1A4Z/45/_/1696753017/ea7ce9da-040a-4a4d-8748-557441f97580.jpg?width=240,women,"Wood And Musk, Jasmine, Tiare Flower And Soft Peony",romantic,fall,night,Genie
Women,Roberto Cavalli,https://www.robertocavalli.com/on/demandware.static/-/Sites-50/default/dw1f762d7e/images/zoom/SAW018SA026E0293_ECOM_FRONT.jpg,women,"Benzoin,Tonka Beans,Vanilla, Orange Tree Blossom",romantic,fall,night,Roberto Cavalli
Lalique,LALIQUE,http://us.lalique.com/cdn/shop/files/7148.jpg?v=1722518651,women,"White Musk,Sandalwood,Vanilla, Blackberry,Cassis,Pear",sensual,fall,night,LALIQUE
Oud Touch,Franck Olivier,https://m.media-amazon.com/images/I/61ifMZqx+4L.jpg,men,"Amber, Musk And Vanilla, Violet, Patchouli, Rose, Jasmine And Olibanum",sensual,spring,night,Franck Olivier
Tommy,TOMMY HILFIGER,"https://m.media-amazon.com/images/I/71-Cb-3aIXL._AC_UF1000,1000_QL80_.jpg",men,"Amber, Cactus, Cotton Plant Blossom, Apple, Cranberries, Rose",energetic,spring,night,TOMMY HILFIGER
5th Avenue,Elizabeth Arden,"https://m.media-amazon.com/images/I/71hc+TdoqxL._AC_UF350,350_QL80_.jpg",women,"Amber, Tibetan Musk, Sandalwood, Iris and Vanilla, Bulgarian Pink Violet, Ylang-ylang, Jasmine, Indian Tuberose, Peach, Carnation and Nutmeg",romantic,fall,night,Elizabeth Arden
Girl Of Now,ELIE SAAB,https://cdn.fragrancenet.com/images/photos/1600x1600/298924.jpg,women,"Patchouli,Cashmeran,Tonka bean, Almod milk, Orange Blossom,Magnoli,Almond",romantic,fall,night,ELIE SAAB
One Million,PACO RABANNE,https://m.media-amazon.com/images/I/610wK1b2HdL.jpg,men,"Blonde Leather Patchouli White Woods Amber, Rose Absolute And Cinnamon Spices",energetic,spring,night,PACO RABANNE
Noa,cacharel,"https://m.media-amazon.com/images/I/71hURSTkBjL._AC_UF350,350_QL80_.jpg",women,"Woodsy transparent with coffee, incense touches, White flowers, ylang-ylang, rose",energetic,fall,day,cacharel
Seductive Homme,GUESS,https://m.media-amazon.com/images/I/71XFFgU9E1L.jpg,men,"Musk, Sandalwood, Patchouli, Amber, Vetiver, Violet Leaf, Orchid",energetic,spring,night,GUESS
Ameer Al Oud Khususi,Al Fakhr,https://i.ebayimg.com/images/g/qhcAAOSweAdgAv0S/s-l1200.jpg,unisex,"Sandalwood, Cedarwood, Black Pepper, Cardamom",cozy,winter,night,Al Fakhr
Pour Homme,Givenchy,https://m.media-amazon.com/images/I/51QqMGIy9OL.jpg,men,"Labdanum, Ceder, Vetiver, Lavender",energetic,spring,night,Givenchy
Blue,Rasasi,https://i5.walmartimages.com/seo/Rasasi-Blue-Eau-De-Toilette-Spray-for-Men-3-4-Ounce_8f87c1e7-ab19-4745-9ab3-bbc09dcfeb79.5045a1a87d445a80bf3a02be2edb3270.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,men,"Amber, Woody, Geranium, Rose, Coriander, Pepper, Jasmine",energetic,fall,night,Rasasi
Eau Pour Homme Reno 2013,GIORGIO ARMANI,https://pimages.parfumo.de/240/23295_img-3750-giorgio-armani-eau-pour-homme-2013-eau-de-toilette_240.jpg,men,"Patchouli, Oakmoss and Sandalwood, Cloves, Lily and Nutmeg",energetic,spring,day,GIORGIO ARMANI
Touch Of Pink,LACOSTE,"https://m.media-amazon.com/images/I/51X98My2pGL._AC_UF1000,1000_QL80_.jpg",women,"Woodsy-Musk Base, Vanilla, Jasmine, Unexpected Carrot, And Spicy Coriander",romantic,fall,night,LACOSTE
Gold,GUESS,https://m.media-amazon.com/images/I/71gvQGspIoL.jpg,women,"Sandalwood, Patchouli, Amber, Vetiver And Sensual Musk, Jasmine, Lotus And Intoxicating Seductress Rose",romantic,fall,night,GUESS
Goldea The Roman Night,BVLGARI,https://m.media-amazon.com/images/I/71gj9v0UzNL.jpg,women,"Patchouli,Black Musk,Vetiver,Moss, Black Peony,Night-Blooming Jasmine,Rose,Tuberose",romantic,fall,night,BVLGARI
Lacoste,LACOSTE,"https://m.media-amazon.com/images/I/611VJJGx5CL._AC_UF1000,1000_QL80_.jpg",men,"Cedar, Woody Notes, Amber, Vanilla And Musk, Black Pepper, Ginger, Jasmine And Almond",energetic,spring,day,LACOSTE
Samsara,Guerlain,https://www.guerlain.com/dw/image/v2/BDCZ_PRD/on/demandware.static/-/Sites-GSA_master_catalog/default/dw57216eae/primary_packshot_3/2022/Fragrance/Les%20L%C3%A9gendaires/G014316_3346470143166_SAM-21-EDP-75ML-SPR.jpg?sw=655&sh=655&sfrm=png,women,"Sandal Wood, Vanilla, Tonka Bean, Amber and Musk, Jasmine, Cold Woodsy Iris, Luscious Narcissus, Violet and Rose",sensual,fall,night,Guerlain
The Scent,HUGO BOSS,https://images.hugoboss.com/is/image/boss/hbna58045781_999_200?$social_sharing$,women,"Cacao, Osmanthus",romantic,fall,night,HUGO BOSS
Classic Gold,JAGUAR,"https://m.media-amazon.com/images/I/619340hwGGL._AC_UF1000,1000_QL80_.jpg",men,"Patchouli,Vanilla,Musk, Orange Blossom,Teak Wood",sensual,spring,night,JAGUAR
Frank Olivier,Franck Olivier,https://m.media-amazon.com/images/I/61ifMZqx+4L.jpg,women,"Musk, Sandalwood, Vanilla, Jasmine, Ylang-Ylang, Heliotrope, Rose",sensual,winter,night,Franck Olivier
Happy Spirit Forever,CHOPARD,https://i.ebayimg.com/images/g/h~MAAOSwC95i8W~V/s-l1200.jpg,women,"Patchouli And Amber, Rosemary, Jasmine And Orange Blossom",romantic,fall,night,CHOPARD
Million,PACO RABANNE,https://m.media-amazon.com/images/I/610wK1b2HdL.jpg,women,"Honey and Patchouli, Orange Flower Absolute and Jasmine Absolute",energetic,fall,day,PACO RABANNE
Pino Silvester Original,Pino Silvestre,"https://m.media-amazon.com/images/I/81zMZSfkoRL._AC_UF350,350_QL80_.jpg",men,"Amber, Cedar, Musk, Tonka Beans and Moss, Spicy Notes Of Carnation, Nutmeg, Geranium, Thyme and Fir Tree",sensual,spring,night,Pino Silvestre
Roses Musk,MONTALE,https://montaleparfums.us/cdn/shop/products/roses-musk-rose_f129c484-998f-40a2-81e4-e7d920df5bd9.png?v=1644352300,women,"Musk, Jasmine",romantic,fall,night,MONTALE
Black,Kenneth Cole,https://www.kennethcole.com/cdn/shop/products/242_6355_7_no-color_1.jpg?v=1629845665,men,"Amber, Musk, Violet Leaf And Suede, Nutmeg, Incense, Cedar, Lotus And Exotic Woods",romantic,spring,night,Kenneth Cole
Legend,MONTBLANC,"https://m.media-amazon.com/images/I/61IJbLMmD+L._AC_UF1000,1000_QL80_.jpg",men,"Sandalwood and Tonka Bean, Coumarin, Oak moss, Geranium, Rose, Red Apple and Dried Fruits",energetic,spring,night,MONTBLANC
Obsession,Calvin Klein,"https://m.media-amazon.com/images/I/61HJJu3qinL._AC_UF1000,1000_QL80_.jpg",men,"Amber, Sandalwood, Patchouli, Vanilla And Musk, Brazilian Rosewood, Sage, Myrrh, Pine Tree And Nutmeg",energetic,spring,night,Calvin Klein
Sheikh Al Shuyukh,Lattafa,https://m.media-amazon.com/images/I/71f3esldpXL.jpg,unisex,"Vetiver, Patchouli, Lavender Sage, Rosemary",energetic,spring,night,Lattafa
The One,Dolce & Gabbana,https://www.sephora.com/productimages/sku/s981530-main-zoom.jpg,women,"Tobacco, Amber, Cedar, Orange Blossom, Ginger, Cardamom",romantic,fall,night,Dolce & Gabbana
World Intense,Kenzo,https://www.kenzoparfums.com/dw/image/v2/BBZW_PRD/on/demandware.static/-/Sites-kenzoparfums-catalog/default/dw2d327420/images/products-images-kw/K10100011_1.png?sw=1000&sh=1000&sm=fit,women,"Vanilla, Jasmine, Peony",energetic,fall,night,Kenzo
L' Imperatrice 3,Dolce & Gabbana,https://i5.walmartimages.com/seo/Dolce-Gabbana-3-L-Imperatrice-Eau-De-Toilette-Spray-Perfume-for-Women-3-3-Oz_b0555f74-4424-4716-9677-54bf86e08411_1.e5351cfd844129f169e5d56669b54168.jpeg,women,"Lemon Tree, Musk, Sandalwood, Watermelon, Cyclamen, Jasmine",sensual,fall,night,Dolce & Gabbana
Vision II,JAGUAR,https://fimgs.net/mdimg/perfume/375x500.53359.jpg,men,"Cedar, Musk, Patchouli, Wood, Geranium, Pepper, Sea Notes",sensual,spring,night,JAGUAR
Forever,Mariah Carey,https://m.media-amazon.com/images/I/61aUAPdO+vL.jpg,women,"Musk, Wood, Gardenia, Tuberose",romantic,fall,night,Mariah Carey
Brit Splash,BURBERRY,"https://m.media-amazon.com/images/I/619GPz1tJSL._AC_UF1000,1000_QL80_.jpg",men,"Moss, Musk, Vetiver, Cyclamen, Violet, Water Notes",energetic,spring,day,BURBERRY
Amber Intense,PRADA,https://www.fragrancesline.com/cdn/shop/products/Prada-Amber-Pour-Homme-Intense-perfume-sample-decants-fragrancesline.jpg?v=1683747467,men,"Creamy Amber, Vanilla",energetic,spring,night,PRADA
Hawaii London,Milton Lloyd,https://www.fragmantic.com/cdn/shop/files/61z_We2yG2L._AC_UF1000_1000_QL80.jpg?v=1739828016,women,"Woody Notes and Musk, Jasmine and Rose",romantic,fall,night,Milton Lloyd
Khalis Pure Oudi,Lattafa,https://m.media-amazon.com/images/I/618qujHxcXL.jpg,unisex,"Amber, Cedar, Guaiac Wood, Musk, Vanilla, Jasmine, Sandalwood",sensual,spring,night,Lattafa
Marciano,GUESS,https://m.media-amazon.com/images/I/41zpLo7Bh0L._AC_.jpg,women,"Vanilla, Musk And Woody Accords, Floral Rhythm Of Peony, Pink Honeysuckle And Intensively Clean And Sweet Jasmine",energetic,spring,day,GUESS
Oud Arabi,DORALL COLLECTION,https://i.ebayimg.com/00/s/MTUwMFgxNTAw/z/lBkAAOSw5c5f0kM9/$_57.JPG?set_id=8800005007,unisex,"Patchouli, sandalwood, musk, amber, Oudh, rose, guaiac wood, jasmine",energetic,spring,night,DORALL COLLECTION
Coach,COACH,https://coach.scene7.com/is/image/Coach/b2002_l38_a0?$mobileProductV3$,women,"Cashmeran, Suede, Musk, Turkish Rose, Gardenia",romantic,fall,night,COACH
Coco Vanille,Mancera,http://manceraparfums.us/cdn/shop/products/coco-vanille_1200x1200.jpg?v=1678290334,women,"White Musk, Woody Notes, Madagascar Vanilla, Jasmine, Ylang-Ylang, Tiare Flower",cozy,fall,night,Mancera
Weekend,BURBERRY,https://m.media-amazon.com/images/I/81ZhOIGUvFL.jpg,women,"Violet Root, Iris, Nectarine, Peach Blossom, Rose Hip Red Cyclamen and Blue Hyacinth, Violet Root, Iris, Nectarine, Peach Blossom, Rose Hip Red Cyclamen, Blue Hyacinth",romantic,fall,night,BURBERRY
Private Collection,Estee Lauder,"https://media.neimanmarcus.com/f_auto,q_auto:low,ar_4:5,c_fill,dpr_2.0,w_790/01/nm_4734395_100000_m",women,"Sandalwood, Heliotrope, Amber and Musk, Bulgarian Rose, Chrysanthemum, Reseda, Ylang-Ylang and Coriander",romantic,fall,night,Estee Lauder
Man Pure,Marbert,https://cdn2.jomashop.com/media/catalog/product/cache/0ee3019724ce73007b606b54ba535a23/m/a/marbert-mens-man-pure-edt-spray-42-oz-fragrances-4085400381016.jpg?width=546&height=546,men,"Oak Moss, Cedar, Sandalwood, Amber And Musk, Geranium, Jasmine, Lily Of The Valley, Majorjam, Coriander And Nutmeg",energetic,spring,day,Marbert
Gold,AMOUAGE,"https://cdn.50-ml.com/media/catalog/product/a/m/amouage_gold_woman_eau_de_parfum_100_ml_1.jpg?optimize=medium&bg-color=255,255,255&fit=bounds&height=&width=",women,"Ambergris, Civet, Musk, Cedar Wood, Sandalwood, Myrrh, Orris, Jasmine",sensual,fall,night,AMOUAGE
Gentlemen Only,Givenchy,"https://m.media-amazon.com/images/I/512BAU6YiKL._AC_UF1000,1000_QL80_.jpg",men,"Skin Accord And Tonka Bean, Cedar Wood, Patchouli Heart And Leather",energetic,spring,night,Givenchy
Classic Amber,JAGUAR,https://m.media-amazon.com/images/I/51C+CcrtmIL.jpg,men,"Cedar Wood, Patchouli, Vanilla, Leather, Vetiver, Labdanum and Musk, Cinnamon,Black Pepper,Apple,Orange Blossoms and Elemi Resin",sensual,spring,night,JAGUAR
Debut,AIGNER,"https://m.media-amazon.com/images/I/71UG0lIcFLL._AC_UF1000,1000_QL80_.jpg",women,"Patchouli, Cedar, Vanilla, White Musk And Oak Moss, Luminous Orange Blossom, Water Lily, Jasmine And Sunflower Seed",energetic,spring,day,AIGNER
Pandora,J.CASANOVA,https://cdn.salla.sa/ADgyE/VELyymCLriHJ8aAsklcD2ALsUZD2BgYHQoPSWfl4.jpg,women,"Cedar, Moss, Musk, Amber And Sandalwood, Lily-of-the-valley, Rose, Jasmine, Narcissus And Orchid",romantic,fall,night,J.CASANOVA
Serpentine,Roberto Cavalli,https://i5.walmartimages.com/seo/SERPENTINE-by-Roberto-Cavalli-17-oz-EDP-Women-Splash-Perfume-Mini-NIB-5-ml-New_f6f75626-f45c-4547-a9a8-df0985548b79.5e3f10e963b408f953c0f48b85c185ca.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,women,"Tolu Balsam, Sandalwood, Amber, Violet Leaf, Tiare Flower, Pepper, Frangipani",romantic,fall,night,Roberto Cavalli
Man in Black,BVLGARI,https://m.media-amazon.com/images/I/61cf4deD5rL.jpg,men,"Benzoin, Guaiac Wood and Tonka Beans, Iris, Leather and Tuberose",energetic,spring,night,BVLGARI
Lady Emblem,MONTBLANC,https://www.montblanc.com/variants/images/19971654707299816/A/w2500.jpg,men,"Vanilla, Amber, Musk, and Patchouli, Jasmine, Geranium, Neroli and Ylang-Ylang",romantic,spring,night,MONTBLANC
Touch Of Pink,LACOSTE,"https://m.media-amazon.com/images/I/51X98My2pGL._AC_UF1000,1000_QL80_.jpg",women,"Sandalwood, Musk, Vanilla, Carrot Seeds, Coriander, Jasmine, Violet Leaf, Cardamom",romantic,fall,night,LACOSTE
Addict,Dior,https://m.media-amazon.com/images/I/51VuLWG+7pL.jpg,women,"Amber, Caramel, Vanilla, Sandalwood and Pralines, Honeysuckle, Gardenia, and Jasmine",romantic,fall,night,Dior
My Burberry Bl,BURBERRY,https://assets.burberry.com/is/image/Burberryltd.jpg?$MyBurberryBlack_EDP_1x1$&src=is{Burberryltd/MyBurberryBlack_EDP?$color=$Default$&$initials=amb&$scarf=40115491_1&$5EDP=0}iv=1&wid=2500&hei=2500,women,"Amber And Patchouli, Candied Rose And Peach Nectar",romantic,fall,night,BURBERRY
Homme,joop,"https://m.media-amazon.com/images/I/61g2XJmz6PL._AC_UF1000,1000_QL80_.jpg",men,"Sandalwood, Tonka Bean, Patchouli, Vanilla, Jasmine, Heliotrope, Lily-Of-The-Valley, Cardamom, Cinnamon",energetic,spring,day,joop
Creation,TED LAPIDUS,"https://m.media-amazon.com/images/I/41bza5PtJDL._AC_UF1000,1000_QL80_.jpg",women,"Jasmine, Rose, Tuberose, Carnation, Jasmine, Rose, Tuberose, Carnation",romantic,fall,night,TED LAPIDUS
Esencia,LOEWE,"https://media.neimanmarcus.com/f_auto,q_auto:low,ar_4:5,c_fill,dpr_2.0,w_790/01/nm_4446232_100802_a",men,"Tonka Bean,Leather,Sandalwood,Fir,Amber,Patchouli,Musk,Oakmoss,Vetiver,Cedar,Styrax, Clary Sage,Nutmeg,Basil,Jasmine,Neroli,Lily Of The Valley,Rose,Pine Tree Needles,Geranium,Black Currant",sensual,spring,night,LOEWE
Hot,Benetton,https://m.media-amazon.com/images/I/41ZjKiIFilL.jpg,women,"Sandalwood, Amber, Musk, Vanilla, Oak Moss And Cedar, Apricot, Iris, Water Jasmine And Lily Of The Valley",sensual,fall,night,Benetton
In White,KORLOFF,https://m.media-amazon.com/images/I/41UccyFux7S.jpg,men,"Cashmeran, Virginia Cedar, Musk and Tonka Bean, Lavender, African Orange Flower and Clary Sage",energetic,spring,day,KORLOFF
Lacoste,LACOSTE,"https://m.media-amazon.com/images/I/611VJJGx5CL._AC_UF1000,1000_QL80_.jpg",women,"Himalayan Cedar, Warm Woman Skin Accord, Sandal and Incense, Heliotrope and Jasmine In An Alliance with Hibiscus Blossom and Bulgarian Rose",romantic,fall,night,LACOSTE
